match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint,ServeNumber,WinnerType,WinnerShotType,P1DistanceRun,P2DistanceRun,RallyCount,ServeWidth,ServeDepth,ReturnDepth
2021-wimbledon-1147,5:28:02,2,4,4,0,9,0,117,1,1,0,,15,0,95,67,61,56,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11510,0,0,0,1,,,,,,,1,0,F,15.051,29.959,3,C,NCTL,ND
2021-wimbledon-1147,5:28:36,2,4,4,0,9,0,118,1,1,0,,30,0,97,66,62,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,0,0,0,1,,,,,,,1,0,0,18.659,19.369,1,B,NCTL,D
2021-wimbledon-1147,5:28:57,2,4,4,0,9,0,119,1,1,0,,40,0,99,65,63,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,0,0,0,1,,,,,,,2,0,0,17.989,18.021,1,W,CTL,D
2021-wimbledon-1147,5:29:27,2,5,4,0,9,1,120,1,1,0,,0,0,103,64,64,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,0,0,0,2,,,,,,,1,0,0,12.584,15.766,1,C,NCTL,
2021-wimbledon-1147,5:31:16,2,5,4,0,10,0,121,2,2,0,,0,15,103,67,64,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,0,0,0,2,,,,,,,2,0,F,20.454,16.598,3,BC,NCTL,ND
2021-wimbledon-1147,5:32:06,2,5,4,0,10,0,122,2,2,0,,0,30,103,70,64,58,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21010,0,0,0,2,,,,,,,1,0,F,31.477,23.267,3,BW,NCTL,ND
2021-wimbledon-1147,5:32:33,2,5,4,0,10,0,123,2,2,0,,0,40,103,73,64,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,24000,0,0,0,2,,,,,,,1,S,0,14.816,12.252,1,C,CTL,
2021-wimbledon-1147,5:32:53,2,5,5,0,10,2,124,2,2,0,,0,0,102,77,64,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12032,0,0,0,1,,,,,,,2,0,0,13.609,12.315,1,B,NCTL,
2021-wimbledon-1147,5:33:38,2,5,5,0,11,0,125,1,1,0,,15,0,104,76,65,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,0,0,0,1,,,,,,,2,0,0,25.616,31.762,3,BC,NCTL,ND
2021-wimbledon-1147,5:34:13,2,5,5,0,11,0,126,1,1,0,,30,0,106,75,66,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,0,0,0,1,,,,,,,1,0,0,15.067,23.895,1,C,CTL,D
2021-wimbledon-1147,5:34:33,2,5,5,0,11,0,127,2,1,0,,30,15,105,77,66,61,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,11030,0,0,0,1,,,,,,,1,0,0,39.135,35.988,2,C,NCTL,ND
2021-wimbledon-1147,5:35:09,2,5,5,0,11,0,128,1,1,0,,40,15,107,76,67,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,0,0,0,1,,,,,,,2,0,0,18.026,25.808,3,B,NCTL,ND
2021-wimbledon-1147,5:35:36,2,5,5,0,11,0,129,2,1,0,,40,30,107,79,67,62,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,22410,0,0,0,1,,,,,,,1,0,B,25.691,29.604,4,W,CTL,D
2021-wimbledon-1147,5:36:10,2,6,5,0,11,1,130,1,1,0,,0,0,111,78,68,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032,0,0,0,2,,,,,,,1,0,0,14.679,16.575,1,W,CTL,ND
2021-wimbledon-1147,5:37:41,2,6,5,0,12,0,131,1,2,0,,15,0,112,76,69,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,0,0,0,2,,,,,,,2,0,0,32.548,28.462,2,C,NCTL,D
2021-wimbledon-1147,5:38:16,2,6,5,0,12,0,132,2,2,0,,15,15,112,79,69,63,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21010,0,0,0,2,,,,,,,1,0,F,64.943,57.800,3,C,NCTL,ND
2021-wimbledon-1147,5:39:01,2,6,5,0,12,0,133,2,2,0,,15,30,112,82,69,64,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,22410,0,0,0,2,,,,,,,1,0,B,134.809,121.169,3,C,NCTL,ND
2021-wimbledon-1147,5:40:26,2,6,5,0,12,0,134,2,2,0,,15,40,110,83,69,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,0,0,0,2,,,,,,,2,0,0,23.515,22.966,3,B,NCTL,ND
2021-wimbledon-1147,5:41:00,2,6,6,0,12,2,135,2,2,0,,0,0,109,87,69,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12032,0,0,0,1,,,,,,,1,0,0,39.357,32.800,3,W,NCTL,ND
2021-wimbledon-1147,5:42:10,2,6,6,0,13,0,136,2,1,0,,0,1,108,89,69,67,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12030,0,0,0,2,,,,,,,2,0,0,46.210,35.968,2,BC,NCTL,D
2021-wimbledon-1147,5:43:08,2,6,6,0,13,0,137,2,2,0,,0,2,107,91,69,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,0,0,0,2,,,,,,,1,0,0,19.211,16.199,1,C,NCTL,ND
2021-wimbledon-1147,5:43:23,2,6,6,0,13,0,138,1,2,0,,1,2,109,90,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,0,0,0,1,,,,,,,1,0,0,24.132,19.325,2,BW,NCTL,ND
2021-wimbledon-1147,5:43:54,2,6,6,0,13,0,139,1,1,0,,2,2,113,90,71,68,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,0,0,0,1,,,,,,,1,0,0,11.983,14.183,1,W,CTL,
2021-wimbledon-1147,5:44:13,2,6,6,0,13,0,140,1,1,0,,3,2,114,88,72,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,0,0,0,2,,,,,,,2,0,0,16.572,17.667,1,BW,NCTL,ND
2021-wimbledon-1147,5:44:52,2,6,6,0,13,0,141,2,2,0,,3,3,114,91,72,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22010,0,0,0,2,,,,,,,2,0,B,34.469,36.314,3,BW,NCTL,D
2021-wimbledon-1147,5:46:10,2,6,6,0,13,0,142,2,2,0,,3,4,114,95,72,70,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,0,0,0,1,,,,,,,1,0,0,14.860,11.738,1,C,NCTL,
2021-wimbledon-1147,5:46:41,2,6,6,0,13,0,143,1,1,0,,4,4,116,94,73,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,0,0,0,1,,,,,,,2,0,0,11.930,14.118,1,C,NCTL,
2021-wimbledon-1147,5:47:32,2,6,6,0,13,0,144,1,1,0,,5,4,120,94,74,70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,0,0,0,2,,,,,,,1,0,0,12.053,14.337,1,C,NCTL,
2021-wimbledon-1147,5:47:57,2,6,6,0,13,0,145,2,2,0,,5,5,119,96,74,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,0,0,0,2,,,,,,,1,0,0,27.086,26.943,3,B,NCTL,ND
2021-wimbledon-1147,5:48:20,2,6,6,0,13,0,146,2,2,0,,5,6,118,98,74,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,0,0,0,1,,,,,,,1,0,0,21.856,17.373,1,B,CTL,
2021-wimbledon-1147,5:48:57,2,6,7,2,13,2,147,2,1,0,,0,0,115,106,74,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21013,0,0,0,2,,,,,,,1,0,F,22.872,20.821,2,C,NCTL,ND
2021-wimbledon-1148,0:00:00,1,0,0,0,1,0,0X,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0.000,0.000,0,,,
2021-wimbledon-1148,0:00:00,1,0,0,0,1,0,0Y,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0.000,0.000,0,,,
2021-wimbledon-1148,0:00:00,1,0,0,0,1,0,1,2,2,173,,0,15,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,108,0,0,2,,,,,,,2,0,0,15.495,11.467,1,BC,NCTL,
2021-wimbledon-1148,0:00:30,1,0,0,0,1,0,2,1,2,162,,15,15,4,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,12010,101,0,0,2,,,,,,,2,0,B,34.803,31.185,6,BW,NCTL,ND
2021-wimbledon-1148,0:01:13,1,0,0,0,1,0,3,1,2,178,,30,15,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,111,0,0,2,,,,,,,2,0,0,26.450,22.786,2,W,CTL,D
2021-wimbledon-1148,0:01:45,1,0,0,0,1,0,4,1,2,214,,40,15,7,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,133,0,0,2,,,,,,,1,0,0,54.763,45.554,10,BC,NCTL,D
2021-wimbledon-1148,0:02:22,1,0,0,0,1,0,5,2,2,206,,40,30,5,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,12020,128,1,0,2,,,,,,,1,0,0,39.571,32.116,5,C,NCTL,D
2021-wimbledon-1148,0:02:52,1,0,0,0,1,0,6,2,2,215,,40,40,5,6,3,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,23000,134,1,0,2,,,,,,,1,0,0,15.581,11.777,1,W,CTL,
2021-wimbledon-1148,0:04:19,1,0,0,0,1,0,7,2,2,0,,40,AD,5,10,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,0,0,0,2,,,,,,,1,0,0,0.000,0.000,1,,,
2021-wimbledon-1148,0:04:49,1,0,1,0,1,2,8,2,2,164,,0,0,3,13,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11022,102,0,0,1,,,,,,,2,0,0,23.120,20.414,3,BC,NCTL,ND
2021-wimbledon-1148,0:06:11,1,0,1,0,2,0,9,2,1,197,,0,15,3,16,3,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21510,123,0,0,1,,,,,,,1,0,F,41.579,42.354,10,C,CTL,D
2021-wimbledon-1148,0:06:46,1,0,1,0,2,0,10,2,1,188,,0,30,3,19,3,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,22410,117,0,0,1,,,,,,,1,0,B,32.990,26.763,6,C,NCTL,D
2021-wimbledon-1148,0:07:15,1,0,1,0,2,0,11,1,1,185,,15,30,5,18,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,115,0,0,1,,,,,,,1,0,0,16.967,20.902,1,B,CTL,D
2021-wimbledon-1148,0:07:35,1,0,1,0,2,0,12,2,1,0,,15,40,1,19,4,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,15000,0,0,0,1,,,,,,,0,0,0,13.171,15.454,0,B,CTL,
2021-wimbledon-1148,0:08:02,1,0,2,0,2,2,13,2,1,178,,0,0,1,24,4,9,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,,,,,,,,,,,11021,111,0,1,2,,,,,,,1,0,0,18.838,26.682,2,W,CTL,ND
2021-wimbledon-1148,0:08:40,1,0,2,0,3,0,14,2,2,210,,0,15,1,27,4,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,22010,131,0,0,2,,,,,,,1,0,B,30.524,29.278,7,C,NCTL,ND
2021-wimbledon-1148,0:09:22,1,0,2,0,3,0,15,2,2,209,,0,30,1,31,4,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,130,0,0,2,,,,,,,1,0,0,15.450,12.404,1,W,CTL,
2021-wimbledon-1148,0:09:44,1,0,2,0,3,0,16,2,2,207,,0,40,1,33,4,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,11030,129,0,0,2,,,,,,,1,0,0,19.309,12.828,1,BW,NCTL,ND
2021-wimbledon-1148,0:10:02,1,0,2,0,3,0,17,1,2,209,,15,40,3,32,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,130,0,0,2,,,,,,,1,0,0,16.333,14.345,2,BC,NCTL,ND
2021-wimbledon-1148,0:10:19,1,0,3,0,3,2,18,2,2,220,,0,0,3,37,5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,24002,137,0,0,1,,,,,,,1,S,0,15.118,11.779,1,C,NCTL,
2021-wimbledon-1148,0:11:51,1,0,3,0,4,0,19,1,1,181,,15,0,7,37,6,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,113,0,0,1,,,,,,,1,0,0,12.112,16.422,1,W,CTL,
2021-wimbledon-1148,0:12:07,1,0,3,0,4,0,20,1,1,197,,30,0,11,37,7,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,123,0,0,1,,,,,,,1,0,0,11.924,15.560,1,W,CTL,
2021-wimbledon-1148,0:12:23,1,0,3,0,4,0,21,2,1,186,,30,15,9,38,7,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,11020,116,0,0,1,,,,,,,1,0,0,29.087,37.135,8,C,CTL,D
2021-wimbledon-1148,0:13:05,1,0,3,0,4,0,22,2,1,148,,30,30,7,39,7,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,92,0,0,1,,,,,,,2,0,0,29.448,36.927,6,B,NCTL,ND
2021-wimbledon-1148,0:13:44,1,0,3,0,4,0,23,1,1,165,,40,30,8,37,8,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,103,0,0,1,,,,,,,2,0,0,25.274,22.533,3,B,NCTL,D
2021-wimbledon-1148,0:14:15,1,1,3,0,4,1,24,1,1,197,,0,0,11,35,9,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21022,123,0,0,2,,,,,,,1,0,0,27.567,31.541,3,W,CTL,D
2021-wimbledon-1148,0:14:57,1,1,3,0,5,0,25,2,2,197,,0,15,11,38,9,16,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21510,123,0,0,2,,,,,,,1,0,F,36.542,27.021,5,BW,NCTL,ND
2021-wimbledon-1148,0:15:23,1,1,3,0,5,0,26,2,2,175,,0,30,10,40,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,109,0,0,2,,,,,,,2,0,0,15.527,12.897,1,BW,NCTL,
2021-wimbledon-1148,0:15:55,1,1,3,0,5,0,27,1,2,180,,15,30,12,39,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,112,0,0,2,,,,,,,2,0,0,32.440,28.114,6,C,NCTL,ND
2021-wimbledon-1148,0:16:31,1,1,3,0,5,0,28,2,2,212,,15,40,12,43,10,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,132,0,0,2,,,,,,,1,0,0,21.463,14.242,1,C,CTL,D
2021-wimbledon-1148,0:16:47,1,1,4,0,5,2,29,2,2,201,,0,0,11,47,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11032,125,0,0,1,,,,,,,1,0,0,18.429,17.699,1,W,NCTL,D
2021-wimbledon-1148,0:18:36,1,1,4,0,6,0,30,2,1,164,,0,15,10,49,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,102,0,0,1,,,,,,,2,0,0,15.034,17.271,2,BW,NCTL,ND
2021-wimbledon-1148,0:19:04,1,1,4,0,6,0,31,1,1,189,,15,15,12,48,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,118,0,0,1,,,,,,,1,0,0,11.786,16.638,1,W,CTL,
2021-wimbledon-1148,0:19:25,1,1,4,0,6,0,32,2,1,162,,15,30,12,51,11,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,101,0,0,1,,,,,,,2,0,F,0.000,0.000,2,,,
2021-wimbledon-1148,0:19:53,1,1,4,0,6,0,33,2,1,188,,15,40,10,52,11,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,117,0,0,1,,,,,,,1,0,0,35.184,32.841,6,BW,NCTL,D
2021-wimbledon-1148,0:20:18,1,1,4,0,6,0,34,1,1,196,,30,40,14,52,12,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,13000,122,0,1,1,,,,,,,1,0,0,12.022,15.437,1,C,CTL,
2021-wimbledon-1148,0:20:36,1,1,4,0,6,0,35,1,1,159,,40,40,16,51,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,22030,99,0,1,1,,,,,,,2,0,0,16.939,17.853,1,W,NCTL,ND
2021-wimbledon-1148,0:21:06,1,1,4,0,6,0,36,2,1,197,,40,AD,14,52,13,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,123,0,0,1,,,,,,,1,0,0,40.438,46.000,8,C,NCTL,D
2021-wimbledon-1148,0:21:34,1,1,5,0,6,2,37,2,1,159,,0,0,10,57,13,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,12021,99,0,1,2,,,,,,,2,0,0,20.745,10.566,2,B,NCTL,ND
2021-wimbledon-1148,0:22:25,1,1,5,0,7,0,38,2,2,201,,0,15,10,61,13,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,125,0,0,2,,,,,,,1,0,0,15.391,12.420,1,BW,NCTL,
2021-wimbledon-1148,0:22:40,1,1,5,0,7,0,39,1,2,209,,15,15,12,60,14,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,21430,130,0,0,2,,,,,,,1,0,0,31.549,23.206,4,C,NCTL,ND
2021-wimbledon-1148,0:23:04,1,1,5,0,7,0,40,1,2,0,,30,15,13,56,15,25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,25000,0,0,0,2,,,,,,,0,0,0,22.278,17.188,0,C,NCTL,ND
2021-wimbledon-1148,0:23:36,1,1,5,0,7,0,41,1,2,180,,40,15,15,55,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,112,0,0,2,,,,,,,2,0,0,18.452,18.214,2,BC,NCTL,D
2021-wimbledon-1148,0:24:11,1,2,5,0,7,1,42,1,2,199,,0,0,20,51,17,25,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,,,,,,,,,,,22421,124,1,0,1,,,,,,,1,0,0,29.072,17.527,4,BW,NCTL,ND
2021-wimbledon-1148,0:25:55,1,2,5,0,8,0,43,1,1,177,,15,0,22,50,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,110,0,0,1,,,,,,,1,0,0,19.960,19.159,1,W,CTL,D
2021-wimbledon-1148,0:26:19,1,2,5,0,8,0,44,1,1,160,,30,0,25,50,19,25,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11010,100,0,0,1,,,,,,,2,0,F,16.325,23.369,3,BC,NCTL,ND
2021-wimbledon-1148,0:26:53,1,2,5,0,8,0,45,1,1,168,,40,0,28,50,20,25,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12410,105,0,0,1,,,,,,,2,0,B,19.689,25.628,5,B,NCTL,ND
2021-wimbledon-1148,0:27:26,1,3,5,0,8,1,46,1,1,188,,0,0,32,49,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,117,0,0,2,,,,,,,1,0,0,17.222,21.814,1,C,NCTL,ND
2021-wimbledon-1148,0:28:03,1,3,5,0,9,0,47,2,2,220,,0,15,32,53,21,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,137,0,0,2,,,,,,,1,0,0,19.166,14.197,1,C,NCTL,D
2021-wimbledon-1148,0:28:19,1,3,5,0,9,0,48,2,2,220,,0,30,31,55,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,137,0,0,2,,,,,,,1,0,0,16.806,13.036,1,BW,NCTL,ND
2021-wimbledon-1148,0:28:34,1,3,5,0,9,0,49,2,2,183,,0,40,30,57,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,114,0,0,2,,,,,,,2,0,0,14.037,12.574,1,BC,NCTL,
2021-wimbledon-1148,0:29:00,1,3,6,2,9,2,50,2,2,204,,0,0,26,64,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12033,127,0,0,1,,,,,,,1,0,0,28.313,22.315,3,C,NCTL,D
2021-wimbledon-1148,0:32:35,2,0,0,0,1,0,51,2,1,175,,0,15,25,66,21,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,11430,109,0,0,1,,,,,,,1,0,0,20.321,33.916,4,W,CTL,ND
2021-wimbledon-1148,0:33:00,2,0,0,0,1,0,52,2,1,193,,0,30,24,68,21,31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12030,120,0,0,1,,,,,,,1,0,0,41.416,52.967,10,W,CTL,D
2021-wimbledon-1148,0:33:33,2,0,0,0,1,0,53,2,1,165,,0,40,22,69,21,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,103,0,0,1,,,,,,,2,0,0,16.943,23.070,2,BW,NCTL,ND
2021-wimbledon-1148,0:34:03,2,0,0,0,1,0,54,1,1,196,,15,40,24,68,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,22030,122,0,1,1,,,,,,,1,0,0,17.483,18.454,1,W,CTL,D
2021-wimbledon-1148,0:34:22,2,0,0,0,1,0,55,1,1,186,,30,40,27,68,23,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,11010,116,0,1,1,,,,,,,1,0,F,17.449,24.127,3,B,NCTL,ND
2021-wimbledon-1148,0:34:44,2,0,0,0,1,0,56,1,1,186,,40,40,29,67,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,21030,116,0,1,1,,,,,,,1,0,0,15.845,22.225,1,C,CTL,ND
2021-wimbledon-1148,0:35:05,2,0,0,0,1,0,57,2,1,199,,40,AD,27,68,24,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,124,0,0,1,,,,,,,1,0,0,15.555,24.368,4,C,NCTL,ND
2021-wimbledon-1148,0:35:26,2,0,1,0,1,2,58,2,1,197,,0,0,23,74,24,34,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,,,,,,,,,,,12021,123,0,1,2,,,,,,,1,0,0,27.725,22.184,4,C,NCTL,D
2021-wimbledon-1148,0:36:13,2,0,1,0,2,0,59,2,2,178,,0,15,21,75,24,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,111,0,0,2,,,,,,,2,0,0,47.388,41.516,9,C,NCTL,D
2021-wimbledon-1148,0:37:18,2,0,1,0,2,0,60,2,2,212,,0,30,21,78,24,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,24000,132,0,0,2,,,,,,,1,S,0,16.149,12.148,1,W,NCTL,
2021-wimbledon-1148,0:59:31,2,0,1,0,2,0,61,1,2,181,,15,30,22,76,25,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,113,0,0,2,,,,,,,2,0,0,37.450,32.647,6,BC,NCTL,ND
2021-wimbledon-1148,1:00:06,2,0,1,0,2,0,62,2,2,201,,15,40,22,80,25,37,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,125,0,0,2,,,,,,,1,0,0,16.108,11.851,1,W,CTL,
2021-wimbledon-1148,1:00:23,2,0,1,0,2,0,63,1,2,186,,30,40,24,79,26,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,116,0,0,2,,,,,,,2,0,0,23.147,22.970,4,B,NCTL,ND
2021-wimbledon-1148,1:01:27,2,0,2,0,2,2,64,2,2,209,,0,0,23,83,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12032,130,0,0,1,,,,,,,1,0,0,16.439,12.747,1,W,CTL,
2021-wimbledon-1148,1:01:52,2,0,2,0,3,0,65,1,1,168,,15,0,24,81,27,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,105,0,0,1,,,,,,,2,0,0,26.862,24.698,3,B,NCTL,
2021-wimbledon-1148,1:02:19,2,0,2,0,3,0,66,1,1,167,,30,0,26,80,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,104,0,0,1,,,,,,,2,0,0,17.363,17.044,1,B,NCTL,
2021-wimbledon-1148,1:02:45,2,0,2,0,3,0,67,1,1,177,,40,0,28,79,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,110,0,0,1,,,,,,,1,0,0,12.183,16.409,1,W,NCTL,
